id,title,designer,notes,description,url,img_url,img_id
57617,Deep Blue Alexandria Fragrances for women and men,alexandria fragrances perfumes and colognes,"['Lime', 'Mint', 'White Musk', 'Green Notes', 'Rose', 'Mimosa', 'Black Currant', 'Neroli']",Deep Blue by Alexandria Fragrances is a Aromatic Fruity fragrance for women and men. Deep Blue was launched in 2019.,https://www.fragrantica.com/perfume/Alexandria-Fragrances/Deep-Blue-68538.html,https://fimgs.net/mdimg/perfume/375x500.68538.jpg,68538
390,Elixir Intense Ajmal for women and men,ajmal perfumes and colognes,"['Black Pepper', 'Thyme', 'Amber', 'Cashmere Wood', 'Musk', 'Olibanum']",Elixir Intense by Ajmal is a Amber Woody fragrance for women and men. Elixir Intense was launched in 2021. Top notes are Black Pepper and Thyme; middle notes are Amber and Cashmere Wood; base notes are Musk and Olibanum.,https://www.fragrantica.com/perfume/Ajmal/Elixir-Intense-75044.html,https://fimgs.net/mdimg/perfume/375x500.75044.jpg,75044
76756,Taif Rose Lotus Cosmetics London for women and men,lotus cosmetics london perfumes and colognes,"['Taif Rose', 'Rose', 'Musk', 'Damask Rose']",Taif Rose by Lotus Cosmetics London is a Floral fragrance for women and men. Taif Rose was launched in 2018. The nose behind this fragrance is Sandra L C.,https://www.fragrantica.com/perfume/Lotus-Cosmetics-London/Taif-Rose-61225.html,https://fimgs.net/mdimg/perfume/375x500.61225.jpg,61225
71944,Clint Avon for men,avon perfumes and colognes,"['Citruses', 'Herbal Notes', 'Patchouli', 'Woody Notes', 'Leather', 'Floral Notes', 'Oakmoss', 'Vetiver']",Clint by Avon is a Woody Chypre fragrance for men. Clint was launched in 1976.,https://www.fragrantica.com/perfume/Avon/Clint-47883.html,https://fimgs.net/mdimg/perfume/375x500.47883.jpg,47883
54228,Rhyo Maiora Parfum for women and men,maiora parfum perfumes and colognes,"['Arctic Bramble', 'Neroli', 'Bulgarian Rose', 'Jasmine', 'Indonesian Patchouli Leaf', 'Iris', 'Amber', 'Mexican Vanilla', 'Musk', 'Sandalwood']","Rhyo by Maiora Parfum is a fragrance for women and men. Rhyo was launched in 2019. The nose behind this fragrance is Antonio Gigli. Top notes are Arctic Bramble and Neroli; middle notes are Bulgarian Rose, Jasmine, Indonesian Patchouli Leaf and Iris; base notes are Amber, Mexican Vanilla, Musk and Sandalwood.",https://www.fragrantica.com/perfume/Maiora-Parfum/Rhyo-75401.html,https://fimgs.net/mdimg/perfume/375x500.75401.jpg,75401
9388,IKKS Little Woman Sea & Sun IKKS for women,ikks perfumes and colognes,"['Mandarin Orange', 'Lime', 'Bergamot', 'Coconut', 'Peach', 'Davana', 'Vanilla', 'Sandalwood', 'White Musk']","IKKS Little Woman Sea & Sun by IKKS is a Citrus Aromatic fragrance for women. IKKS Little Woman Sea & Sun was launched in 2021. Top notes are Mandarin Orange, Lime and Bergamot; middle notes are Coconut, Peach and Davana; base notes are Vanilla, Sandalwood and White Musk.",https://www.fragrantica.com/perfume/IKKS/IKKS-Little-Woman-Sea-Sun-66055.html,https://fimgs.net/mdimg/perfume/375x500.66055.jpg,66055
24715,040W - MAGIC ROME Toni Cabal for women and men,toni cabal perfumes and colognes,"['Indian Jasmine', 'Patchouli', 'Vetiver', 'Cassis']",040W - MAGIC ROME by Toni Cabal is a Floral Woody Musk fragrance for women and men. 040W - MAGIC ROME was launched in 2014. The nose behind this fragrance is Toni Cabal.,https://www.fragrantica.com/perfume/Toni-Cabal/040W-MAGIC-ROME-81219.html,https://fimgs.net/mdimg/perfume/375x500.81219.jpg,81219
16964,Il Nord ILMIN Parfums for women and men,ilmin parfums perfumes and colognes,"['Bergamot', 'Pink Pepper', 'Juniper', 'Ginger', 'Orris Root', 'Amber', 'Leather', 'Cedar', 'Vetiver', 'Tonka Bean', 'Musk']","Il Nord by ILMIN Parfums is a Leather fragrance for women and men. Il Nord was launched in 2019. Top notes are Bergamot, Pink Pepper, Juniper and Ginger; middle notes are Orris Root, Amber and Leather; base notes are Cedar, Vetiver, Tonka Bean and Musk.",https://www.fragrantica.com/perfume/ILMIN-Parfums/Il-Nord-67976.html,https://fimgs.net/mdimg/perfume/375x500.67976.jpg,67976
42281,No. 55 NSHQ for women and men,nshq perfumes and colognes,"['Plum', 'Black Currant', 'Tea', 'Gardenia', 'Orange Blossom', 'Water Jasmine', 'Patchouli', 'Musk']","No. 55 by NSHQ is a fragrance for women and men. No. 55 was launched in 2012. The nose behind this fragrance is Nouf Al Qahtani. Top notes are Plum, Black Currant, Tea and Gardenia; middle notes are Orange Blossom and Water Jasmine; base notes are Patchouli and Musk.",https://www.fragrantica.com/perfume/NSHQ/No-55-48763.html,https://fimgs.net/mdimg/perfume/375x500.48763.jpg,48763
22630,Midnight Al-Rehab for women and men,al-rehab perfumes and colognes,"['Tangerine', 'Lemon', 'Raspberry', 'Musk', 'Sugar', 'Caramel', 'Lotus']","Midnight by Al-Rehab is a Amber fragrance for women and men. Midnight was launched in 2019. Top notes are Tangerine and Lemon; middle notes are Raspberry and Musk; base notes are Sugar, Caramel and Lotus.",https://www.fragrantica.com/perfume/Al-Rehab/Midnight-58744.html,https://fimgs.net/mdimg/perfume/375x500.58744.jpg,58744
20881,Himitsu Régime des Fleurs for women and men,régime des fleurs perfumes and colognes,"['Violet', 'Lily-of-the-Valley', 'Suede', 'Heliotrope', 'Tolu Balsam', 'Saffron']",Himitsu by Régime des Fleurs is a Floral Woody Musk fragrance for women and men. This is a new fragrance. Himitsu was launched in 2022. The nose behind this fragrance is Dominique Ropion.,https://www.fragrantica.com/perfume/Regime-des-Fleurs/Himitsu-72664.html,https://fimgs.net/mdimg/perfume/375x500.72664.jpg,72664
72986,P.U.R.E. Million Giorgio Valenti for men,giorgio valenti perfumes and colognes,"['Mandarin Orange', 'Pink Grapefruit', 'Spicy Mint', 'Rose Oil', 'Cinnamon', 'Spices', 'Leather', 'Amber', 'Patchouli', 'White Wood']","P.U.R.E. Million by Giorgio Valenti is a Amber Woody fragrance for men. Top notes are Mandarin Orange, Pink Grapefruit and Spicy Mint; middle notes are Rose Oil, Cinnamon and Spices; base notes are Leather, Amber, Patchouli and White Wood.",https://www.fragrantica.com/perfume/Giorgio-Valenti/P-U-R-E-Million-38460.html,https://fimgs.net/mdimg/perfume/375x500.38460.jpg,38460
6324,Bounty Sucreabeille for women and men,sucreabeille perfumes and colognes,"['Blueberry', 'Violet', 'Lemon', 'Bourbon Vanilla', 'Honey']",Bounty by Sucreabeille is a Floral Fruity Gourmand fragrance for women and men. Bounty was launched in 2019. The nose behind this fragrance is Andrea Fender.,https://www.fragrantica.com/perfume/Sucreabeille/Bounty-61717.html,https://fimgs.net/mdimg/perfume/375x500.61717.jpg,61717
11939,Tangerine Sorbet (Мандариновый Сорбе) Edgardio Chilini for women and men,edgardio chilini perfumes and colognes,"['Mandarin Orange', 'Orange', 'Clementine', 'Mint', 'Ivy', 'Green Tea', 'Orange Blossom', 'Neroli', 'Jasmine', 'Petitgrain', 'Peony', 'Basil', 'Chamomile', 'Musk', 'Sandalwood', 'Amber', 'Heliotrope']","Tangerine Sorbet (Мандариновый Сорбе) by Edgardio Chilini is a Citrus fragrance for women and men. Tangerine Sorbet (Мандариновый Сорбе) was launched in 2019. The nose behind this fragrance is Sergey Karov. Top notes are Mandarin Orange, Orange, Clementine, Mint, Ivy and Green Tea; middle notes are Orange Blossom, Neroli, Jasmine, Petitgrain, Peony, Basil and Chamomile; base notes are Musk, Sandalwood, Amber and Heliotrope.",https://www.fragrantica.com/perfume/Edgardio-Chilini/Tangerine-Sorbet-Mandarinovyj-Sorbe-69046.html,https://fimgs.net/mdimg/perfume/375x500.69046.jpg,69046
72397,Live Every Single Moment Parfums Genty for women,parfums genty perfumes and colognes,"['Lemon Verbena', 'Citruses', 'Grapefruit', 'Sage', 'Green Tea', 'Rose', 'Pear', 'Woody Notes', 'Musk']","Live Every Single Moment by Parfums Genty is a Aromatic Aquatic fragrance for women. Live Every Single Moment was launched in 2017. Top notes are Lemon Verbena, Citruses, Grapefruit and Sage; middle notes are Green Tea, Rose and Pear; base notes are Woody Notes and Musk.",https://www.fragrantica.com/perfume/Parfums-Genty/Live-Every-Single-Moment-44208.html,https://fimgs.net/mdimg/perfume/375x500.44208.jpg,44208
56122,Alix Grès for women,grès perfumes and colognes,"['Aldehydes', 'Bergamot', 'Galbanum', 'Floral Notes', 'Spicy Notes', 'Oakmoss', 'Labdanum', 'Amber', 'Patchouli', 'Sandalwood', 'Cedar', 'Musk']","Alix by Grès is a Chypre Floral fragrance for women. Alix was launched in 1981. Top notes are Aldehydes and Bergamot; middle notes are Galbanum, Floral Notes and Spicy Notes; base notes are Oakmoss, Labdanum, Amber, Patchouli, Sandalwood, Cedar and Musk.",https://www.fragrantica.com/perfume/Gres/Alix-42470.html,https://fimgs.net/mdimg/perfume/375x500.42470.jpg,42470
25651,White Hot Chocolate & Rum The Dua Brand for women and men,the dua brand perfumes and colognes,"['Rum', 'White Chocolate', 'Chocolate', 'Whipped Cream']",White Hot Chocolate & Rum by The Dua Brand is a Floral Fruity Gourmand fragrance for women and men. This is a new fragrance. White Hot Chocolate & Rum was launched in 2022.,https://www.fragrantica.com/perfume/The-Dua-Brand/White-Hot-Chocolate-Rum-80834.html,https://fimgs.net/mdimg/perfume/375x500.80834.jpg,80834
74587,Sea Moss & Salt St James Of London for women and men,st james of london perfumes and colognes,"['Bergamot', 'Grapefruit', 'Peach Blossom', 'Seaweed', 'Sea Salt', 'Oakmoss', 'Herbal Notes']",Sea Moss & Salt by St James Of London is a fragrance for women and men. Sea Moss & Salt was launched in 2019.,https://www.fragrantica.com/perfume/St-James-Of-London/Sea-Moss-Salt-65848.html,https://fimgs.net/mdimg/perfume/375x500.65848.jpg,65848
78808,Dancing Fireflies Dolly Parton for women,dolly parton perfumes and colognes,"['Apple', 'Pink Peony', 'Musk']",Dancing Fireflies by Dolly Parton is a fragrance for women. This is a new fragrance. Dancing Fireflies was launched in 2022. Top note is Apple; middle note is Pink Peony; base note is Musk.,https://www.fragrantica.com/perfume/Dolly-Parton/Dancing-Fireflies-79878.html,https://fimgs.net/mdimg/perfume/375x500.79878.jpg,79878
55825,Crystal Bloom Eternal Dazzle Jill Stuart for women,jill stuart perfumes and colognes,"['Sweet Pea', 'Lemon', 'Snowdrops', 'Bergamot', 'Cassis', 'edelweiss', 'Mimosa', 'Rose', 'Solar Notes', 'Magnolia', 'Dahlia', 'Peach', 'Osmanthus', 'Ylang-Ylang', 'Cedar', 'Moss', 'Tulle Accord']","Crystal Bloom Eternal Dazzle by Jill Stuart is a Floral fragrance for women. Crystal Bloom Eternal Dazzle was launched in 2016. Top notes are Sweet Pea, Lemon, Snowdrops, Bergamot, Cassis and edelweiss; middle notes are Mimosa, Rose, Solar Notes, Magnolia, Dahlia and Peach; base notes are Osmanthus, Ylang-Ylang, Cedar, Moss and Tulle Accord.",https://www.fragrantica.com/perfume/Jill-Stuart/Crystal-Bloom-Eternal-Dazzle-39074.html,https://fimgs.net/mdimg/perfume/375x500.39074.jpg,39074
2554,Contre Bombarde 32 Filippo Sorcinelli for women and men,filippo sorcinelli perfumes and colognes,"['elemi', 'Juniper', 'Bitter Orange', 'Cedar', 'Sandalwood', 'Caramel', 'Vanilla', 'Amber']","Contre Bombarde 32 by Filippo Sorcinelli is a Amber Woody fragrance for women and men. Contre Bombarde 32 was launched in 2016. Top notes are elemi, Juniper and Bitter Orange; middle notes are Cedar and Sandalwood; base notes are Caramel, Vanilla and Amber.",https://www.fragrantica.com/perfume/Filippo-Sorcinelli/Contre-Bombarde-32-41021.html,https://fimgs.net/mdimg/perfume/375x500.41021.jpg,41021
16772,Miss Vietnam Ha Noi (N33) Saigon Cosmetics for women,saigon cosmetics perfumes and colognes,"['Rose', 'Violet', 'White Musk', 'White Musk']",Miss Vietnam Ha Noi (N33) by Saigon Cosmetics is a Floral fragrance for women. Miss Vietnam Ha Noi (N33) was launched in 2008. Top notes are Rose and Violet; middle note is White Musk; base note is White Musk.,https://www.fragrantica.com/perfume/Saigon-Cosmetics/Miss-Vietnam-Ha-Noi-N33-70043.html,https://fimgs.net/mdimg/perfume/375x500.70043.jpg,70043
40143,Balmoral Fireplace Poesie for women and men,poesie perfumes and colognes,"['Woodsy Notes', 'Whiskey', 'Wool', 'Tonka Bean']",Balmoral Fireplace by Poesie is a fragrance for women and men. The nose behind this fragrance is Joelle Nealy.,https://www.fragrantica.com/perfume/Poesie/Balmoral-Fireplace-58483.html,https://fimgs.net/mdimg/perfume/375x500.58483.jpg,58483
17065,Musk Malaki Chopard for women and men,chopard perfumes and colognes,"['Musk', 'Black Pepper', 'Cedar', 'Leather']",Musk Malaki by Chopard is a Amber Woody fragrance for women and men. Musk Malaki was launched in 2017. The nose behind this fragrance is Nicolas Beaulieu. Top note is Musk; middle notes are Black Pepper and Cedar; base note is Leather.,https://www.fragrantica.com/perfume/Chopard/Musk-Malaki-43759.html,https://fimgs.net/mdimg/perfume/375x500.43759.jpg,43759
6846,Wicked Stepmother Mirus Fine Fragrance for women,mirus fine fragrance perfumes and colognes,"['Jasmine', 'Jasmine Sambac', 'Carnation', 'Litchi', 'Orange', 'Vanilla', 'Amber']",Wicked Stepmother by Mirus Fine Fragrance is a Floral fragrance for women. Wicked Stepmother was launched in 2015. The nose behind this fragrance is Neal Peters.,https://www.fragrantica.com/perfume/Mirus-Fine-Fragrance/Wicked-Stepmother-45467.html,https://fimgs.net/mdimg/perfume/375x500.45467.jpg,45467
52505,Sweet Inspirations Zoella Beauty for women,zoella beauty perfumes and colognes,"['Macarons', 'Vanilla', 'Honey', 'Almond', 'Cacao Pod']",Sweet Inspirations  by Zoella Beauty is a Amber Vanilla fragrance for women. Sweet Inspirations  was launched in 2016.,https://www.fragrantica.com/perfume/Zoella-Beauty/Sweet-Inspirations-39088.html,https://fimgs.net/mdimg/perfume/375x500.39088.jpg,39088
77541,Passion Musk Ésika for women,ésika perfumes and colognes,"['Iris Flower', 'Vanilla Orchid', 'White Musk']",Passion Musk by Ésika is a Floral fragrance for women. The nose behind this fragrance is Frank Voelkl.,https://www.fragrantica.com/perfume/Esika/Passion-Musk-36581.html,https://fimgs.net/mdimg/perfume/375x500.36581.jpg,36581
13349,Oud Wood Orientica for women and men,orientica perfumes and colognes,"['Cumin', 'Bergamot', 'Lemon', 'Sandalwood', 'Leather', 'Cedar', 'Tobacco', 'Patchouli']","Oud Wood by Orientica is a Woody Spicy fragrance for women and men. Oud Wood was launched in 2018. Top notes are Cumin, Bergamot and Lemon; middle notes are Sandalwood, Leather and Cedar; base notes are Tobacco and Patchouli.",https://www.fragrantica.com/perfume/Orientica/Oud-Wood-55920.html,https://fimgs.net/mdimg/perfume/375x500.55920.jpg,55920
72012,La Perla Luminous La Perla for women,la perla perfumes and colognes,"['Ambrette (Musk Mallow)', 'Jasmine Sambac', 'Sandalwood', 'Cedar']",La Perla Luminous by La Perla is a Floral Woody Musk fragrance for women. This is a new fragrance. La Perla Luminous was launched in 2022. The nose behind this fragrance is Louise Turner. Top note is Ambrette (Musk Mallow); middle notes are Jasmine Sambac and Sandalwood; base note is Cedar.,https://www.fragrantica.com/perfume/La-Perla/La-Perla-Luminous-75869.html,https://fimgs.net/mdimg/perfume/375x500.75869.jpg,75869
36417,Shake The Night Puma for men,puma perfumes and colognes,"['Sea Notes', 'Citruses', 'Mai Tai Cocktail', 'Woody Notes', 'Smoke']",Shake The Night by Puma is a Citrus Aromatic fragrance for men. Shake The Night was launched in 2016.,https://www.fragrantica.com/perfume/Puma/Shake-The-Night-48728.html,https://fimgs.net/mdimg/perfume/375x500.48728.jpg,48728
3052,1991 Kafyav Evterpa for men,evterpa perfumes and colognes,"['Lime', 'Mandarin Orange', 'Sage', 'Iris', 'Lavender', 'Cacao', 'Amber', 'Musk', 'Moss']","1991 Kafyav by Evterpa is a Amber fragrance for men. Top notes are Lime, Mandarin Orange and Sage; middle notes are Iris, Lavender and Cacao; base notes are Amber, Musk and Moss.",https://www.fragrantica.com/perfume/Evterpa/1991-Kafyav-36298.html,https://fimgs.net/mdimg/perfume/375x500.36298.jpg,36298
54831,Time To Target M.INT for women and men,m.int perfumes and colognes,"['Exotic Fruits', 'Bergamot', 'Lavender', 'Galbanum', 'Pink Pepper', 'Patchouli', 'Cedar', 'Oakmoss', 'Leather', 'Musk']","Time To Target by M.INT is a fragrance for women and men. Time To Target was launched in 2016. The nose behind this fragrance is Karine Vinchon Spehner. Top notes are Exotic Fruits, Bergamot and Lavender; middle notes are Galbanum, Pink Pepper, Patchouli and Cedar; base notes are Oakmoss, Leather and Musk.",https://www.fragrantica.com/perfume/M-INT/Time-To-Target-47771.html,https://fimgs.net/mdimg/perfume/375x500.47771.jpg,47771
40905,French Coffee Al-Rehab for women and men,al-rehab perfumes and colognes,"['Coffee', 'Vanilla', 'Caramel', 'Milk', 'Sugar', 'Cacao', 'Cinnamon']",French Coffee by Al-Rehab is a fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Rehab/French-Coffee-78016.html,https://fimgs.net/mdimg/perfume/375x500.78016.jpg,78016
1364,Dominance Superz. for men,superz. perfumes and colognes,"['Citruses', 'Woodsy Notes', 'Earthy Notes', 'Lavender', 'Aromatic Notes', 'Sea Notes', 'Amber', 'Patchouli', 'Spicy Notes', 'Cypriol Oil or Nagarmotha', 'Balsamic Notes']",Dominance by Superz. is a Amber Woody fragrance for men. Dominance was launched in 2021. The nose behind this fragrance is Hüseyin Erdoğmuş.,https://www.fragrantica.com/perfume/Superz/Dominance-79418.html,https://fimgs.net/mdimg/perfume/375x500.79418.jpg,79418
7557,Son Of a Gun Miles Wambaugh for women and men,miles wambaugh perfumes and colognes,"['Pink Pepper', 'Leather', 'Cedar', 'Patchouli', 'Amber']","Son Of a Gun by Miles Wambaugh is a Chypre fragrance for women and men. Son Of a Gun was launched in 2019. Son Of a Gun was created by Dominique Ropion and Jean-Louis Sieuzac. Top note is Pink Pepper; middle note is Leather; base notes are Cedar, Patchouli and Amber.",https://www.fragrantica.com/perfume/Miles-Wambaugh/Son-Of-a-Gun-57316.html,https://fimgs.net/mdimg/perfume/375x500.57316.jpg,57316
17656,Flacon One Nose Perfumes for women and men,nose perfumes perfumes and colognes,"['Cypress', 'Watermelon', 'Virginian Cedar', 'Amber', 'Iris', 'Sandalwood']","Flacon One by Nose Perfumes is a fragrance for women and men. This is a new fragrance. Flacon One was launched in 2022. The nose behind this fragrance is Timur Solodov. Top notes are Cypress and Watermelon; middle note is Virginian Cedar; base notes are Amber, Iris and Sandalwood.",https://www.fragrantica.com/perfume/Nose-Perfumes/Flacon-One-74786.html,https://fimgs.net/mdimg/perfume/375x500.74786.jpg,74786
26679,Rose Chant Novellista for women and men,novellista perfumes and colognes,"['Rose', 'Turkish Rose', 'Iris', 'Cinnamon', 'Bulgarian Rose', 'Jasmine Sambac', 'Cinnamon', 'Musk', 'Cedar', 'Sandalwood']","Rose Chant by Novellista is a Floral Woody Musk fragrance for women and men. This is a new fragrance. Rose Chant was launched in 2022. Top notes are Rose, Turkish Rose, Iris and Cinnamon; middle notes are Bulgarian Rose, Jasmine Sambac and Cinnamon; base notes are Musk, Cedar and Sandalwood.",https://www.fragrantica.com/perfume/Novellista/Rose-Chant-72859.html,https://fimgs.net/mdimg/perfume/375x500.72859.jpg,72859
67306,Inspired by Respect David Beckham for men,david beckham perfumes and colognes,"['Lavender', 'Bergamot', 'Grapefruit', 'Cardamom', 'Pineapple', 'Clove', 'Amber Xtreme', 'Cedar', 'Orris']","Inspired by Respect by David Beckham is a Woody Spicy fragrance for men. Inspired by Respect was launched in 2018. The nose behind this fragrance is Juliette Karagueuzoglou. Top notes are Lavender, Bergamot and Grapefruit; middle notes are Cardamom, Pineapple and Clove; base notes are Amber Xtreme, Cedar and Orris.",https://www.fragrantica.com/perfume/David-Beckham/Inspired-by-Respect-51211.html,https://fimgs.net/mdimg/perfume/375x500.51211.jpg,51211
641,Oud Lubani Agar Aura for women and men,agar aura perfumes and colognes,"['Olibanum', 'Laotian Oud', 'Agarwood (Oud)']",Oud Lubani by Agar Aura is a Woody Spicy fragrance for women and men. Oud Lubani was launched in 2020. The nose behind this fragrance is Taha Syed.,https://www.fragrantica.com/perfume/Agar-Aura/Oud-Lubani-68086.html,https://fimgs.net/mdimg/perfume/375x500.68086.jpg,68086
75818,Azora Attar Collection for women and men,attar collection perfumes and colognes,"['Litchi', 'Bergamot', 'Orange', 'Floral Notes', 'Peach', 'Jasmine', 'White Musk', 'Woody Notes']","Azora by Attar Collection is a Floral Fruity fragrance for women and men. Azora was launched in 2018. The nose behind this fragrance is Miroslav Petkov. Top notes are Litchi, Bergamot and Orange; middle notes are Floral Notes, Peach and Jasmine; base notes are White Musk and Woody Notes.",https://www.fragrantica.com/perfume/Attar-Collection/Azora-50343.html,https://fimgs.net/mdimg/perfume/375x500.50343.jpg,50343
27838,Après Vous Alex Simone for women and men,alex simone perfumes and colognes,"['Coconut Milk', 'Powdery Notes', 'Cedar', 'Sandalwood', 'Iris', 'Wallflower', 'Woody Notes', 'Amber', 'Vanilla']","Après Vous by Alex Simone is a Amber Floral fragrance for women and men. Après Vous was launched in 2017. The nose behind this fragrance is Bertrand Duchaufour. Top notes are Coconut Milk, Powdery Notes and Cedar; middle notes are Sandalwood, Iris and Wallflower; base notes are Woody Notes, Amber and Vanilla.",https://www.fragrantica.com/perfume/Alex-Simone/Apres-Vous-44271.html,https://fimgs.net/mdimg/perfume/375x500.44271.jpg,44271
42082,Armani Prive Rouge Malachite Giorgio Armani for women and men,giorgio armani perfumes and colognes,"['Tuberose', 'Pink Pepper', 'Clary Sage', 'Tuberose', 'Jasmine Sambac', 'Ylang-Ylang', 'Benzoin', 'Cashmeran', 'Orange Blossom', 'Tuberose', 'Amber']","Armani Prive Rouge Malachite by Giorgio Armani is a Amber Floral fragrance for women and men. Armani Prive Rouge Malachite was launched in 2016. The nose behind this fragrance is Pascal Gaurin. Top notes are Tuberose, Pink Pepper and Clary Sage; middle notes are Tuberose, Jasmine Sambac, Ylang-Ylang, Benzoin, Cashmeran and Orange Blossom; base notes are Tuberose and Amber.",https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Rouge-Malachite-34589.html,https://fimgs.net/mdimg/perfume/375x500.34589.jpg,34589
18099,Ambitious Ghalati for women and men,ghalati perfumes and colognes,"['Bergamot', 'Pink Pepper', 'Jasmine', 'Vetiver', 'Tobacco', 'Amber', 'Musk']","Ambitious by Ghalati is a Amber Floral fragrance for women and men. This is a new fragrance. Ambitious was launched in 2022. The nose behind this fragrance is Chris Maurice. Top notes are Bergamot and Pink Pepper; middle notes are Jasmine and Vetiver; base notes are Tobacco, Amber and Musk.",https://www.fragrantica.com/perfume/Ghalati/Ambitious-79183.html,https://fimgs.net/mdimg/perfume/375x500.79183.jpg,79183
41620,Vivre Molyneux for women,molyneux perfumes and colognes,"['Plum', 'Black Currant', 'Peach', 'Rose', 'Jasmine Sambac', 'Lily-of-the-Valley', 'Sandalwood', 'Tonka Bean', 'Vanilla']","Vivre by Molyneux is a Chypre fragrance for women. Vivre was launched in 2017. Top notes are Plum, Black Currant and Peach; middle notes are Rose, Jasmine Sambac and Lily-of-the-Valley; base notes are Sandalwood, Tonka Bean and Vanilla.",https://www.fragrantica.com/perfume/Molyneux/Vivre-56270.html,https://fimgs.net/mdimg/perfume/375x500.56270.jpg,56270
26987,Good Morning Sir Mine Perfume Lab for men,mine perfume lab perfumes and colognes,"['Bergamot', 'Orange', 'Orange Blossom', 'Patchouli', 'Cedar', 'Vetiver', 'Spices']","Good Morning Sir by Mine Perfume Lab is a Citrus fragrance for men. Good Morning Sir was launched in 2017. Top notes are Bergamot and Orange; middle note is Orange Blossom; base notes are Patchouli, Cedar, Vetiver and Spices.",https://www.fragrantica.com/perfume/Mine-Perfume-Lab/Good-Morning-Sir-51896.html,https://fimgs.net/mdimg/perfume/375x500.51896.jpg,51896
25231,Chicomecoatl Azteque for women and men,azteque perfumes and colognes,"['Agave', 'Strelitzia', 'Kiwi', 'Basil', 'Cumin', 'Juniper', 'Rosemary', 'Moss', 'Green Tea', 'Vetiver', 'Sandalwood', 'Musk', 'Cedar', 'Oak']","Chicomecoatl by Azteque is a Aromatic Fougere fragrance for women and men. Chicomecoatl was launched in 2020. The nose behind this fragrance is Jacopo Luccato. Top notes are Agave, Strelitzia, Kiwi, Basil and Cumin; middle notes are Juniper, Rosemary, Moss and Green Tea; base notes are Vetiver, Sandalwood, Musk, Cedar and Oak.",https://www.fragrantica.com/perfume/Azteque/Chicomecoatl-63536.html,https://fimgs.net/mdimg/perfume/375x500.63536.jpg,63536
76179,Инициация Theme for women and men,theme perfumes and colognes,"['Orange Blossom', 'Iris', 'Magnolia', 'Jasmine', 'Tiare Flower', 'White Tobacco', 'Musk', 'Green Tea', 'Sandalwood']","Инициация by Theme is a Floral fragrance for women and men. Инициация was launched in 2019. The nose behind this fragrance is Elena Razumova. Top note is Orange Blossom; middle notes are Iris, Magnolia, Jasmine, Tiare Flower and White Tobacco; base notes are Musk, Green Tea and Sandalwood.",https://www.fragrantica.com/perfume/Theme/Iniciacia-72751.html,https://fimgs.net/mdimg/perfume/375x500.72751.jpg,72751
72970,Vetiris Lubin for women and men,lubin perfumes and colognes,"['Lime', 'Lemon', 'Bergamot', 'Petitgrain', 'Clary Sage', 'Neroli', 'Cardamom', 'Black Pepper', 'Clove', 'Vetiver', 'Iris', 'Cypress', 'Nutmeg']","Vetiris by Lubin is a Woody Spicy fragrance for women and men. Vetiris was launched in 2017. The nose behind this fragrance is Delphine Thierry. Top notes are Lime, Lemon, Bergamot and Petitgrain; middle notes are Clary Sage, Neroli, Cardamom, Black Pepper and Clove; base notes are Vetiver, Iris, Cypress and Nutmeg.",https://www.fragrantica.com/perfume/Lubin/Vetiris-47308.html,https://fimgs.net/mdimg/perfume/375x500.47308.jpg,47308
28024,Kisses Rain Labios Rotos Renier Perfumes for women and men,renier perfumes perfumes and colognes,"['Cardamom', 'Rose', 'Coconut', 'Jasmine', 'Bergamot', 'Almond', 'Heliotrope', 'Coffee', 'Agarwood (Oud)', 'Sandalwood', 'Atlas Cedar', 'Vanilla', 'Tonka Bean', 'Tolu Balsam', 'Amber', 'Musk', 'Labdanum', 'Patchouli']","Kisses Rain Labios Rotos by Renier Perfumes is a Amber fragrance for women and men. This is a new fragrance. Kisses Rain Labios Rotos was launched in 2023. The nose behind this fragrance is Chris Maurice. Top notes are Cardamom, Rose, Coconut, Jasmine and Bergamot; middle notes are Almond, Heliotrope, Coffee, Agarwood (Oud), Sandalwood and Atlas Cedar; base notes are Vanilla, Tonka Bean, Tolu Balsam, Amber, Musk, Labdanum and Patchouli.",https://www.fragrantica.com/perfume/Renier-Perfumes/Kisses-Rain-Labios-Rotos-79505.html,https://fimgs.net/mdimg/perfume/375x500.79505.jpg,79505
1574,Sweet Dream In Sahara Franck Boclet for women and men,franck boclet perfumes and colognes,"['Saffron', 'Red Fruits', 'Pink Pepper', 'Black Pepper', 'Benzoin', 'Jasmine', 'Geranium', 'Patchouli', 'Amber', 'Vanilla', 'Orris Root']","Sweet Dream In Sahara by Franck Boclet is a fragrance for women and men. This is a new fragrance. Sweet Dream In Sahara was launched in 2022. Top notes are Saffron, Red Fruits, Pink Pepper and Black Pepper; middle notes are Benzoin, Jasmine and Geranium; base notes are Patchouli, Amber, Vanilla and Orris Root.",https://www.fragrantica.com/perfume/Franck-Boclet/Sweet-Dream-In-Sahara-74917.html,https://fimgs.net/mdimg/perfume/375x500.74917.jpg,74917
